1950	-0.4	 2.6	3.8	 5.3	10.7	16.3	20.1	18.4	14.5	11.0	6.1	 0.3
1951	 0.9	 1.4	4.0	 5.9	 8.9	14.0	17.6	16.1	14.8	 9.0	5.6	 2.6
1952	-1.8	 0.3	6.8	 7.5	11.2	17.0	18.1	18.0	12.7	11.0	5.0	 1.8
1953	-2.8	-1.3	2.8	 7.5	12.5	13.4	17.1	17.9	14.4	10.2	5.4	 5.6
1954	-1.2	-0.2	5.1	 5.8	 9.5	13.9	15.3	15.4	14.8	10.2	5.7	 2.1
1955	 5.3	 3.0	3.7	 6.2	12.0	15.0	17.9	17.4	13.8	 9.2	4.1	 4.0
1956	 2.5	-4.7	4.1	 6.3	 9.9	12.2	16.4	16.9	14.9	 9.1	1.9	-1.2
1957	-2.5	 3.4	6.3	 5.7	 9.4	13.1	16.3	17.2	14.6	 8.9	3.9	 0.2
1958	-0.2	 2.8	4.0	 4.5	11.7	14.3	16.3	17.5	17.7	 9.1	5.0	 4.5
1959	 1.7	 2.4	6.5	 6.4	 9.7	14.1	17.9	17.4	15.3	10.4	5.0	 2.9
1960	 1.1	 3.1	6.0	 5.8	11.2	15.9	15.9	16.0	13.5	 9.0	5.6	 1.1
1961	 0.8	 3.9	4.6	 8.6	11.6	14.9	17.3	16.2	16.3	10.0	6.0	 2.0
1962	 2.0	 0.6	4.0	 6.5	10.4	13.2	17.7	19.1	15.9	11.6	2.9	-0.4
1963	-0.2	-1.3	4.1	 6.5	 8.9	14.3	17.9	16.1	14.6	 9.9	6.4	-0.5
1964	-0.1	 2.2	4.2	 6.5	12.7	14.9	17.5	16.1	16.3	 8.2	3.5	 0.3
1965	-1.5	-3.5	3.6	 5.8	10.9	15.2	17.4	16.6	12.2	11.3	5.0	 2.5
1966	 2.4	 4.6	1.3	 7.0	 9.9	13.8	15.6	18.1	15.8	10.3	2.2	 1.2
1967	-0.9	 1.3	5.1	 4.5	 8.9	12.8	17.8	16.6	13.5	11.6	6.9	-1.5
1968	-0.7	 1.6	3.3	 6.5	 8.8	13.1	15.8	15.1	13.5	10.1	6.2	 3.0
1969	 2.4	-0.3	4.0	 7.0	10.9	12.9	17.0	17.3	12.0	10.6	3.9	-0.4
1970	 3.9	 1.5	2.5	 6.0	 9.8	15.4	17.7	17.9	16.4	 9.0	6.5	-0.8
1971	-1.5	 0.8	0.6	 7.7	10.7	12.9	17.4	18.0	14.6	10.6	2.3	 2.8
1972	 0.8	 3.3	4.8	 5.8	 8.4	12.5	15.2	14.1	11.5	 9.0	6.7	 2.4
1973	 1.1	-0.7	1.0	 4.2	10.6	14.2	16.8	18.0	14.2	 7.3	3.7	 0.6
1974	 0.9	 1.2	4.0	 5.2	 9.4	13.3	15.8	16.3	12.6	 4.8	3.8	 0.4
1975	 1.3	 2.6	2.1	 4.7	 8.2	13.1	18.2	17.7	13.6	 8.9	2.8	 0.9
1976	-2.8	 1.5	2.5	 5.0	10.8	15.0	17.1	16.2	12.8	 8.8	1.8	 3.8
1977	 1.8	 3.3	5.1	 6.6	 8.9	13.2	15.3	16.4	13.6	12.1	4.5	 4.9
1978	-0.1	 4.0	4.6	 6.0	 9.5	13.0	16.1	16.1	14.7	 8.9	3.7	 3.2
1979	 3.1	 1.4	3.4	 4.5	 9.4	14.8	17.2	16.6	14.3	11.0	1.7	-0.4
1980	-0.8	 2.6	3.2	 3.8	 7.7	12.6	14.2	17.9	14.9	 8.3	2.8	-3.3
1981	-1.1	-1.3	5.9	 6.2	 8.2	14.2	15.4	17.0	15.3	 9.6	4.0	 4.3
1982	 2.5	 2.6	3.1	 6.3	 9.3	15.1	19.3	16.8	14.4	 9.2	5.3	 2.3
1983	-0.1	-0.3	3.8	 5.7	 8.8	14.4	19.3	17.1	14.8	 9.9	7.5	 2.3
1984	 0.2	 0.3	1.7	 7.2	 7.8	12.5	17.9	15.0	11.6	 8.8	7.3	 1.1
1985	-2.8	 4.1	2.2	 7.3	 9.1	15.1	18.7	16.9	15.4	11.4	3.3	 0.9
1986	 0.6	 0.9	3.3	 4.7	11.7	14.5	17.7	17.1	15.6	11.6	4.9	 0.8
1987	-0.9	 2.1	4.5	 7.7	 8.8	14.5	17.8	19.2	17.4	11.8	5.3	 3.9
1988	 4.2	 0.7	2.9	 7.5	10.4	13.6	16.8	17.5	13.4	11.0	5.4	-1.1
