1950	  3.8	 6.5	 32.5	 41.4	 55.3	 31.5	  0.0	151.6	 80.1	  2.2	 21.8	 57.4
1951	 22.2	69.1	 60.5	 73.6	 82.9	 27.8	  8.4	 68.2	 70.4	119.2	 67.1	 16.3
1952	  9.4	20.2	 33.4	 49.6	149.1	 36.9	153.8	 14.5	 47.7	 73.0	 23.5	 17.3
1953	  0.0	 0.0	 10.0	 13.6	 40.3	187.9	  4.7	 37.3	 80.9	 79.6	  0.0	 70.1
1954	  3.0	35.6	 67.2	 90.0	150.9	 80.6	 29.7	 17.3	 67.0	  3.5	  9.0	 11.6
1955	100.3	55.2	 18.2	 14.1	 26.3	103.9	 57.0	148.7	 47.6	 46.9	 24.7	 39.4
1956	 10.5	 1.8	 91.1	 46.4	 63.3	 32.6	 28.3	 28.4	 61.3	 55.4	 30.8	  7.8
1957	  0.0	12.5	 10.5	 85.7	 75.7	 66.8	 33.0	 78.3	 56.1	 69.2	 20.7	 19.9
1958	 44.8	 0.0	 33.2	 41.7	  5.5	 43.6	 93.8	 52.2	 17.7	 35.3	 44.3	 99.4
1959	  1.3	93.8	124.5	 23.8	 51.4	 36.8	 64.9	105.0	133.1	113.4	 28.6	 32.4
1960	 51.9	35.5	 98.5	 30.9	 62.5	116.4	 73.4	130.3	 22.8	 84.0	 30.3	 49.6
1961	 15.4	 0.0	 14.0	 37.5	 51.7	 96.0	 10.3	 39.0	 71.8	 31.0	 82.4	 17.9
1962	 59.1	41.8	 41.4	 72.0	 69.1	 26.4	  7.5	 22.6	 90.4	 42.1	149.1	 29.2
1963	 40.9	29.9	  0.8	 73.6	 29.0	 88.2	 47.7	173.6	 70.6	 56.5	 71.3	 51.4
1964	  2.3	65.6	 52.4	 32.5	 41.3	 27.5	160.6	 56.3	 28.1	 13.6	 63.6	 58.0
1965	 18.3	21.6	 46.1	 14.1	 65.1	 18.7	 43.5	 76.0	145.2	151.9	 26.3	 20.5
1966	 21.8	52.2	 12.4	 67.9	 52.2	 28.5	 60.6	 53.3	 54.1	 92.0	 30.1	  0.0
1967	 23.0	36.1	 23.6	 63.5	 49.2	 49.4	 11.5	 56.2	 91.0	 47.2	 77.7	  1.1
1968	  0.0	25.5	 33.9	 29.4	 38.8	119.3	  5.5	 84.6	 61.6	  5.1	187.6	 10.6
1969	 21.0	42.4	130.8	160.5	 41.9	 29.4	115.4	 92.8	 99.2	 45.1	 60.5	 32.0
1970	 39.4	 0.0	 23.2	  8.4	 94.2	 64.1	 14.7	  0.0	 39.4	 86.0	 32.9	 62.2
1971	 27.7	 3.7	 62.1	122.6	103.7	 20.4	 13.2	 18.8	293.4	 50.0	 31.0	169.0
1972	 59.7	54.3	 48.5	 66.5	125.6	100.1	 50.0	 83.4	124.0	 37.1	 40.5	 20.3
