1950	12.6	15.5	17.3	17.9	21.1	27.3	30.5	27.5	25.1	22.1	19.1	10.7
1951	12.9	13.2	15.2	17.4	19.3	25.7	27.7	26.3	24.9	18.9	16.8	13.5
1952	11.3	13.6	17.7	18.9	22.3	27.6	29.4	28.3	23.1	22.0	16.0	12.8
1953	11.9	13.2	15.1	19.5	25.2	24.3	27.0	27.9	25.5	21.5	19.6	14.8
1954	11.5	12.6	15.7	18.0	20.5	24.0	25.2	26.4	24.7	22.1	18.2	12.9
1955	14.6	13.3	15.3	19.3	21.7	24.2	27.6	27.5	24.0	20.1	16.5	14.3
1956	13.5	 8.8	15.7	16.7	22.9	23.6	26.9	27.1	25.4	19.9	14.1	12.0
1957	12.4	15.8	18.1	18.3	19.7	23.8	27.3	26.7	25.1	20.4	15.1	11.7
1958	12.4	15.5	16.7	18.2	24.4	25.0	27.1	28.1	26.8	21.4	15.7	13.9
1959	13.3	14.4	16.5	19.9	21.7	26.1	29.7	27.6	24.3	19.8	15.5	13.9
1960	12.6	14.2	16.8	19.1	23.1	25.8	25.0	26.5	23.5	19.1	17.5	10.7
1961	 9.4	15.8	16.8	20.2	22.3	26.4	28.6	27.3	26.4	21.3	15.8	15.3
1962	13.6	13.4	14.2	17.7	21.1	24.9	27.6	28.6	26.1	21.8	14.0	10.7
1963	10.6	10.2	16.4	18.5	22.3	25.0	28.5	26.2	23.9	21.9	17.1	10.7
1964	10.7	14.0	15.9	18.4	24.2	26.8	29.6	28.2	26.1	20.3	17.1	11.7
1965	12.1	11.2	15.9	18.9	22.8	26.8	27.6	27.7	23.1	20.8	15.7	14.4
1966	12.4	15.7	16.6	20.0	21.9	26.0	26.0	26.8	26.7	21.0	14.4	14.1
1967	12.7	14.1	17.6	18.7	21.5	24.4	29.4	26.9	24.9	22.7	16.9	11.3
1968	14.3	13.9	15.0	18.8	22.0	24.0	28.0	26.5	24.9	23.7	16.3	13.3
1969	11.7	11.9	14.9	17.0	21.5	23.3	27.9	27.7	23.7	21.3	15.6	11.8
1970	13.2	14.7	14.3	18.5	21.3	26.2	28.2	27.9	26.9	21.6	18.0	10.6
1971	11.8	15.0	13.0	19.0	20.9	24.3	29.0	30.0	24.7	22.5	14.0	12.6
1972	11.4	13.7	16.2	18.2	19.9	22.5	27.3	25.9	21.0	19.2	17.4	13.1
1973	12.5	14.3	15.2	17.0	22.7	25.8	28.4	29.2	26.1	20.9	16.9	12.8
1974	14.9	13.8	15.2	16.1	21.6	24.9	27.8	27.8	24.0	17.5	16.5	14.5
1975	14.3	14.0	14.0	18.9	20.3	23.9	28.2	28.8	24.0	20.6	16.6	11.0
1976	12.7	14.1	16.6	17.2	21.7	27.9	28.2	26.8	23.4	19.3	15.0	12.2
1977	11.7	16.3	17.1	18.0	19.7	23.6	25.9	25.9	24.2	21.6	16.9	13.0
1978	11.0	14.6	17.3	16.4	20.8	24.1	27.4	27.6	26.8	21.1	16.1	14.1
1979	11.6	14.7	16.2	17.5	21.3	26.1	29.1	27.7	24.6	20.6	16.3	14.3
1980	12.3	14.9	16.5	17.3	19.9	23.3	25.6	28.6	26.3	21.6	15.0	12.8
1981	12.7	12.6	18.2	17.8	21.2	26.2	26.8	27.8	25.1	22.7	18.4	15.0
1982	15.0	13.2	15.2	18.4	21.3	26.9	31.1	27.1	26.1	21.2	16.1	13.7
1983	14.3	11.0	16.8	18.9	22.0	26.3	31.2	27.2	27.1	22.6	16.7	13.9
1984	13.3	12.7	13.7	18.3	18.6	24.8	29.1	27.0	24.4	20.9	17.5	13.5
1985	 8.6	15.8	15.2	19.7	19.6	24.8	29.9	27.4	27.5	22.6	14.9	14.2
1986	12.7	11.9	16.0	16.5	24.2	26.5	28.5	28.3	25.6	22.3	17.4	14.1
1987	11.9	13.0	15.0	20.0	21.3	25.4	28.6	29.2	28.9	21.1	16.1	14.4
1988	13.8	14.3	18.0	18.1	21.9	25.2	29.3	29.6	26.2	22.7	16.2	14.0
1989	13.4	16.3	18.3	17.5	22.9	26.4	29.9	29.1	24.7	22.9	16.7	15.3
1990	13.5	18.3	18.7	18.3	23.8	25.8	29.4	28.9	25.8	21.5	15.5	11.8
1991	12.9	13.1	17.2	17.7	19.9	25.7	29.6	30.5	26.8	20.1	15.8	12.3
1992	11.4	13.9	17.1	20.3	23.0	23.4	28.3	29.5	24.6	19.5	18.9	13.2
1993	13.7	13.3	15.6	18.6	22.7	27.1	27.9	29.5	24.1	18.5	14.8	14.7
1994	14.3	12.9	19.3	18.7	23.3	27.6	31.7	30.9	24.4	20.5	18.5	14.5
1995	14.5	17.4	17.1	19.8	22.9	24.9	29.8	28.3	23.8	23.0	18.3	14.5
1996	14.0	13.9	15.9	19.2	22.0	26.9	29.0	28.0	23.2	21.1	16.3	13.6
1997	12.6	16.9	20.3	20.2	23.5	26.0	28.4	29.7	26.4	24.1	17.3	14.0
1998	13.9	16.5	18.6	19.3	22.9	27.4	30.0	30.0	25.6	21.8	16.4	13.5
1999	14.1	14.7	18.2	20.3	25.1	26.2	29.2	30.2	27.0	22.0	14.8	14.3
2000	12.5	17.5	18.4	19.1	24.1	27.1	28.8	30.0	25.9	20.8	16.2	15.2
2001	14.4	15.8	20.8	19.9	23.9	28.1	29.2	30.6	24.9	24.1	15.4	10.2
2002	13.3	16.8	17.4	19.3	21.1	28.6	28.9	27.2	25.0	22.2	18.0	15.0
2003	13.4	11.9	18.0	20.3	23.8	31.2	30.8	33.1	25.6	19.8	17.3	13.3
2004	15.2	13.6	15.5	17.9	21.6	27.9	28.5	29.9	26.7	23.9	16.7	14.1
2005	13.3	12.3	16.0	20.0	24.7	29.3	29.6	28.4	25.6	22.3	15.9	11.6
2006	11.0	13.8	18.2	21.4	24.6	28.2	32.1	28.4	26.4	24.2	19.2	14.3
2007	15.1	17.1	18.3	20.5	25.2	27.5	28.9	28.2	25.6	21.9	17.0	14.2
2008	15.5	15.6	17.6	19.9	21.6	26.6	29.1	30.5	26.1	21.5	15.6	12.5
2009	12.3	14.3	16.9	19.2	25.6	28.9	30.4	31.8	27.0	23.6	19.1	13.4
2010	11.5	12.6	15.1	19.5	21.6	25.7	30.6	28.9	25.6	21.3	16.2	13.0
2011	13.4	15.4	17.4	21.8	24.4	25.5	27.8	29.8	27.9	24.1	18.3	15.7
2012	14.4	12.7	19.2	18.9	23.9	28.7	28.9	31.3	26.8	22.5	16.9	14.7
2013	14.9	13.2	17.0	19.3	21.2	26.2	31.3	29.7	27.0	24.7	17.4	14.2
2014	14.4	15.2	18.2	21.2	22.7	28.2	28.8	28.9	27.2	25.1	18.3	13.8
