1950	5.4	 6.5	 7.8	 7.6	12.9	17.9	21.4	19.1	17.1	14.2	10.1	3.0
1951	5.2	 4.7	 6.2	 8.2	10.6	15.8	18.5	17.6	17.1	11.8	 9.2	6.9
1952	2.7	 3.8	 9.2	10.2	13.5	18.0	20.1	19.2	15.4	13.4	 8.0	5.4
1953	3.6	 3.7	 6.6	 9.3	14.3	14.4	18.0	19.2	16.8	13.3	10.6	9.0
1954	2.8	 3.2	 7.4	 7.9	11.0	15.7	16.7	17.1	16.6	14.2	10.5	7.1
1955	8.0	 5.2	 6.5	10.0	12.7	15.4	19.2	18.9	16.4	12.3	 8.7	7.6
1956	6.1	-1.8	 7.0	 7.8	13.0	13.7	18.2	18.2	17.3	11.8	 6.3	5.2
1957	4.0	 7.5	 8.8	 8.4	10.8	14.8	17.8	18.3	16.9	12.3	 8.5	5.3
1958	4.4	 6.4	 6.3	 7.0	13.2	15.3	17.8	19.0	18.7	12.7	 9.1	7.0
1959	5.2	 6.6	 8.3	 9.3	12.0	15.8	19.9	18.8	16.3	12.2	 8.0	5.7
1960	4.9	 6.3	 7.8	 8.9	13.7	17.0	17.4	18.1	15.0	10.9	 9.0	4.0
1961	4.3	 7.4	 8.6	10.7	12.8	16.3	18.4	18.4	18.4	12.8	 8.8	7.4
1962	6.4	 4.3	 5.8	 8.5	10.9	15.5	18.2	19.6	17.5	14.0	 6.1	3.9
1963	3.2	 1.8	 6.9	 8.7	11.8	15.3	19.5	17.4	15.4	13.5	10.4	4.5
1964	4.8	 5.9	 6.7	 9.0	14.5	16.8	20.0	18.6	18.2	11.1	 9.8	5.2
1965	4.5	 2.1	 6.8	 8.0	12.5	16.4	18.0	18.0	13.9	14.0	 8.0	6.1
1966	6.0	 7.8	 6.7	 9.7	12.0	16.1	16.6	17.9	17.8	12.5	 6.1	5.5
1967	5.0	 5.8	 8.1	 8.2	11.5	14.3	19.8	19.0	16.4	14.8	10.0	4.1
1968	5.2	 5.8	 6.4	 9.2	11.7	15.3	18.1	17.5	16.2	15.3	 9.4	6.3
1969	6.0	 3.1	 6.9	 8.7	12.4	13.7	18.8	18.4	15.1	13.7	 8.0	3.8
