1950	-1.3	 1.3	 2.2	3.6	 9.4	13.9	18.0	16.2	13.0	 9.7	5.6	-1.1
1951	-0.6	 1.7	 3.4	5.5	 8.0	12.7	15.5	15.3	13.9	 8.2	4.6	 1.8
1952	-2.5	-1.3	 5.5	7.1	 9.7	14.9	16.8	16.0	11.8	 9.9	3.8	-0.6
1953	-4.6	-3.2	 1.1	5.4	10.5	12.4	15.5	15.9	13.7	 9.2	3.6	 4.4
1954	-2.7	-1.5	 4.0	5.4	 8.5	12.9	14.4	14.1	13.1	 8.8	4.5	 0.0
1955	 5.0	 2.1	 2.1	4.8	10.3	13.2	16.1	15.8	12.1	 7.0	2.1	 1.4
1956	 1.4	-6.2	 3.0	5.9	 8.6	11.3	14.8	14.9	13.1	 7.5	1.2	-1.7
1957	-2.5	 2.1	 3.8	4.1	 7.4	11.8	13.9	15.2	13.0	 7.6	3.4	-0.2
1958	-0.7	 1.7	 2.3	4.0	 9.2	11.7	14.1	15.7	15.9	 8.8	5.4	 3.8
1959	-0.4	 2.1	 5.8	5.2	 9.2	12.8	16.0	15.5	13.6	 8.9	4.1	 1.4
1960	-0.9	 2.6	 4.4	5.3	 9.5	13.7	14.7	14.8	12.4	 8.3	3.9	-0.7
1961	-0.6	 1.6	 2.2	6.9	 9.9	12.8	15.2	15.1	14.3	 8.8	4.2	 0.6
1962	 2.0	-0.2	 3.0	5.0	 7.9	11.7	14.9	15.8	13.8	 9.8	1.9	-1.5
1963	-1.7	-1.7	 3.0	5.3	 7.9	12.0	15.5	14.3	11.9	 7.3	6.1	-0.1
1964	-1.3	 1.3	 2.7	5.1	10.5	13.0	15.4	14.5	14.6	 7.4	3.6	-0.1
1965	-0.9	-2.7	 2.0	3.8	 7.8	12.0	14.4	14.1	10.1	10.5	4.1	 0.9
1966	 0.5	 4.0	 0.9	6.1	 8.8	12.2	14.7	14.7	13.0	 9.8	0.8	-0.8
1967	-0.7	 1.4	 4.0	3.4	 6.9	10.1	15.2	15.2	12.8	10.0	5.0	-2.3
1968	-2.4	 1.3	 2.2	5.7	 7.8	11.1	14.7	14.3	12.1	 8.7	5.0	 1.1
1969	 0.6	-2.1	 3.5	5.6	 8.6	10.3	14.1	14.8	11.7	 9.9	3.4	-1.8
1970	 2.0	-0.7	 0.9	4.0	 7.7	13.1	13.8	13.7	11.4	 5.4	2.3	-4.3
1971	-2.3	-1.8	 0.1	5.6	 9.0	10.7	15.0	16.4	12.5	 8.8	1.0	 1.9
1972	 0.3	 1.5	 2.9	4.2	 6.9	11.5	13.5	12.8	10.3	 7.2	5.6	 1.1
1973	 0.5	-2.3	-0.4	2.4	 9.0	12.1	15.1	15.5	12.2	 5.6	2.1	-0.2
1974	 0.6	 0.9	 3.8	4.6	 8.1	11.5	14.3	14.7	11.7	 3.1	2.4	-1.4
1975	-1.0	 0.8	 1.5	3.1	 7.6	12.2	15.2	15.9	12.4	 6.9	2.3	 0.1
1976	-3.3	 1.0	 1.0	4.0	 8.4	12.8	15.1	14.0	11.0	 6.4	0.0	 2.1
1977	 1.2	 1.7	 3.9	4.5	 7.5	10.7	13.3	12.6	11.6	10.1	2.8	 2.5
1978	-0.5	 2.2	 2.9	5.1	 8.9	11.3	14.4	14.5	11.5	 6.4	0.9	 1.3
1979	 1.2	 1.9	 2.6	2.7	 7.8	12.2	14.7	15.7	11.2	 9.2	0.3	-0.8
