1950	 4.3	 5.7	 7.1	 6.8	11.5	18.1	22.4	18.4	15.3	11.8	 8.1	 0.0
1951	 3.6	 1.8	 4.2	 6.3	 8.1	16.4	19.4	17.4	14.9	 7.7	 7.1	 5.2
1952	 1.5	 2.7	 8.9	 8.0	12.2	18.3	20.1	18.3	12.5	11.5	 5.6	 3.5
1953	 2.0	 1.6	 5.5	 8.1	14.8	12.2	18.0	18.9	15.9	10.1	 8.5	 5.1
1954	 2.8	 1.5	 4.2	 6.3	10.9	15.3	16.2	16.7	15.8	12.3	 8.3	 6.6
1955	 4.8	 2.8	 4.3	 9.9	12.5	15.4	19.0	18.0	13.8	 9.6	 5.9	 6.5
1956	 4.1	-3.1	 4.9	 5.5	12.7	13.6	18.1	18.5	16.3	 9.7	 3.7	 4.1
1957	 3.2	 6.3	 9.8	 6.9	 8.5	14.7	17.7	17.7	15.4	10.3	 5.4	 2.2
1958	 2.6	 6.4	 5.1	 5.4	15.4	14.6	18.4	19.8	17.9	 9.6	 4.9	 3.8
1959	 4.8	 2.8	 5.8	 8.8	10.4	15.8	20.9	17.0	14.0	 8.9	 4.7	 3.5
1960	 3.8	 3.9	 5.9	 7.8	13.4	15.3	16.7	17.7	13.2	 7.4	 7.0	-0.3
1961	 1.4	 8.2	 9.2	10.4	12.7	15.6	18.5	18.6	17.0	10.2	 4.6	 7.1
1962	 4.2	 3.6	 2.5	 7.7	11.4	14.5	18.6	20.9	17.1	11.2	 3.7	 2.6
1963	-0.3	-2.2	 5.4	 7.4	11.2	14.8	18.6	16.2	14.0	12.6	 7.5	 1.8
1964	 3.1	 5.2	 5.5	 7.5	14.7	15.9	20.4	17.9	17.7	 8.5	 9.3	 2.0
1965	 2.5	 0.6	 5.2	 6.9	13.0	17.6	18.2	17.9	12.6	10.7	 5.8	 5.8
1966	 4.9	 7.5	 5.6	 8.7	11.8	16.2	16.4	17.4	17.2	 9.6	 3.7	 5.3
