1950	-4.5	-1.9	 0.5	2.5	 8.2	13.9	17.9	15.0	10.3	6.3	 0.6	-4.2
1951	-4.1	-2.7	 0.4	4.3	 7.3	11.8	15.2	13.4	10.9	5.2	 0.9	-1.9
1952	-5.9	-3.7	 3.0	5.2	 8.4	14.0	15.3	14.0	 8.2	6.6	 0.3	-1.5
1953	-7.8	-5.8	-0.7	4.4	10.7	11.4	14.8	14.8	10.9	6.4	-0.1	 1.6
1954	-5.6	-3.8	 1.3	4.5	 8.0	12.7	13.5	12.1	10.9	5.7	 1.0	-3.8
1955	 1.1	-0.7	-0.3	4.2	10.3	13.1	15.2	14.6	10.2	4.8	 0.0	-1.0
1956	-1.7	-8.6	 0.5	4.7	 8.2	10.4	13.7	12.8	10.6	4.6	-3.1	-5.7
1957	-7.0	-1.6	 2.1	3.6	 7.4	11.5	14.3	14.2	10.7	5.0	-0.6	-3.1
1958	-4.9	-1.7	 0.3	2.0	 9.7	11.4	13.2	13.8	12.8	3.8	 0.0	 0.9
1959	-4.4	-1.0	 3.4	3.8	 7.8	11.8	14.1	13.9	11.2	6.8	-0.6	-2.3
1960	-3.3	-1.4	 2.8	3.0	 9.0	14.0	13.3	12.1	 8.9	4.3	 0.7	-3.0
1961	-4.0	-1.9	 1.1	5.4	 9.5	12.1	14.4	13.2	12.3	5.5	 1.8	-2.1
1962	-0.9	-3.0	 0.3	3.9	 8.0	11.8	14.7	14.1	11.4	8.3	-1.4	-6.2
1963	-3.5	-4.8	 0.4	3.4	 7.1	11.8	15.1	12.3	 9.1	4.9	 2.1	-3.7
1964	-4.9	-2.1	 0.7	4.1	10.3	12.2	14.9	12.9	11.7	3.6	 0.3	-4.0
1965	-5.7	-5.5	 0.7	1.8	 7.5	11.4	13.9	12.5	 7.8	7.8	 1.2	-1.6
1966	-1.7	 2.0	-1.2	4.9	 8.1	11.1	12.9	13.8	11.1	6.5	-2.0	-4.0
1967	-4.8	-2.2	 2.3	2.3	 6.4	 9.4	15.5	13.9	 9.3	7.4	 2.8	-4.8
1968	-5.8	-1.5	 0.2	5.1	 6.0	10.7	14.0	12.5	 9.0	5.6	 1.2	-1.4
1969	-2.3	-4.4	 1.6	4.8	 7.6	 9.4	13.0	12.6	 8.1	5.9	-0.6	-5.5
1970	-0.6	-1.7	-0.8	3.0	 6.9	13.2	13.2	13.1	11.2	4.5	 1.7	-2.9
1971	-6.9	-4.3	-4.7	5.0	 8.6	 9.9	13.9	14.2	11.1	6.5	-2.1	-2.1
1972	-3.5	-1.6	 1.4	2.1	 5.9	10.6	12.4	11.0	 8.1	4.8	 1.1	-2.0
1973	-3.1	-4.7	-3.0	1.2	 8.5	11.9	13.4	14.7	 9.5	3.5	-1.4	-3.7
1974	-3.0	-2.4	 1.2	4.5	 7.6	11.4	13.3	13.3	 9.1	0.9	-0.8	-3.2
1975	-3.3	-0.7	-0.5	3.0	 6.8	11.5	14.8	13.9	10.0	4.5	-2.0	-1.7
1976	-5.8	-2.2	-0.7	3.1	 8.9	11.7	14.5	13.3	 8.8	4.3	-2.5	 0.2
1977	-1.8	-0.9	 1.8	3.9	 6.6	10.8	12.1	11.0	10.2	8.5	-0.5	 0.5
1978	-3.7	-0.2	 1.4	3.3	 6.5	10.5	12.7	13.1	10.3	3.9	-0.9	-1.0
1979	 0.1	 0.2	 1.8	2.3	 7.7	13.1	13.7	14.1	10.6	6.3	-1.9	-3.3
1980	-4.7	-0.5	-0.1	2.6	 6.0	10.1	11.5	14.1	11.6	3.9	-0.7	-5.8
1981	-6.1	-5.6	 2.7	5.8	 6.2	12.3	12.3	14.2	11.0	5.1	-0.8	-1.1
1982	-1.0	-0.4	-0.1	4.0	 7.7	13.2	15.9	14.4	11.4	5.7	 2.5	-1.3
1983	-5.3	-4.2	 0.7	3.0	 6.7	12.2	16.6	14.3	10.9	5.8	 5.7	-2.0
1984	-3.6	-3.6	-1.0	4.3	 6.3	10.8	14.6	12.7	 7.9	4.4	 3.6	-3.6
1985	-8.3	-0.2	-1.4	4.7	 7.1	11.9	15.7	13.4	12.1	7.6	 0.1	-2.5
1986	-4.2	-2.6	 0.7	2.0	 9.2	11.7	15.0	14.3	12.9	8.0	-0.3	-4.5
1987	-6.6	-1.7	 1.3	4.8	 6.7	12.0	15.8	15.9	13.2	7.4	-0.3	-0.3
1988	-0.7	-2.7	-1.1	5.0	 9.9	11.6	14.3	14.0	10.5	6.2	 1.8	-4.9
1989	-4.9	-2.5	 2.0	3.1	 8.5	12.1	15.9	15.9	10.9	5.3	 3.5	 1.2
